transaction_id,account_id,transaction_date,transaction_type,amount,description
1602,749,2024-11-10,Withdrawal,59398.93,ATM
1603,24,2023-03-06,Withdrawal,53485.07,NEFT
1604,1798,2024-04-25,Deposit,60684.18,Online Transfer
1605,662,2023-09-03,Deposit,35914.26,ATM
1606,1682,2025-01-10,Withdrawal,51975.2,NEFT
1607,580,2023-01-22,Deposit,48847.6,NEFT
1608,1691,2023-06-03,Deposit,98977.58,ATM
1609,66,2025-05-13,Deposit,22089.11,NEFT
1610,1301,2025-04-13,Deposit,64627.42,Online Transfer
1611,733,2025-02-24,Deposit,50858.99,NEFT
1612,1437,2023-12-02,Deposit,14332.12,Cash Deposit
1613,148,2023-07-29,Deposit,88829.42,ATM
1614,1389,2023-07-06,Deposit,71242.44,ATM
1615,1712,2024-08-20,Deposit,83077.3,ATM
1616,223,2023-07-25,Deposit,65468.85,Cash Deposit
1617,1292,2024-01-09,Deposit,89000.42,Cash Deposit
1618,1367,2024-08-19,Withdrawal,39926.75,Online Transfer
1619,147,2025-05-31,Deposit,64057.8,ATM
1620,1114,2024-01-20,Withdrawal,61192.74,ATM
1621,365,2024-09-30,Deposit,15001.39,NEFT
1622,1934,2024-08-02,Withdrawal,67999.06,Online Transfer
1623,1752,2024-01-30,Deposit,4224.5,ATM
1624,1945,2023-07-30,Deposit,90272.98,NEFT
1625,1874,2024-10-21,Withdrawal,46564.53,Online Transfer
1626,1471,2024-01-24,Deposit,93513.2,Cash Deposit
1627,860,2023-03-19,Deposit,27278.69,UPI
1628,1300,2025-05-05,Withdrawal,26099.08,ATM
1629,320,2024-03-15,Withdrawal,52239.55,Cash Deposit
1630,1805,2023-10-27,Withdrawal,89149.96,UPI
1631,1682,2023-09-11,Deposit,92170.65,POS
1632,1309,2024-08-13,Deposit,54442.79,Online Transfer
1633,1912,2023-07-21,Deposit,83131.64,NEFT
1634,1241,2023-11-23,Withdrawal,27189.86,NEFT
1635,307,2024-04-23,Withdrawal,18530.8,IMPS
1636,1672,2025-04-17,Deposit,23846.81,POS
1637,443,2023-08-16,Deposit,58936.12,Online Transfer
1638,1841,2024-08-29,Withdrawal,14924.27,IMPS
1639,753,2024-05-24,Deposit,51866.22,Cash Deposit
1640,1618,2024-08-24,Deposit,97350.2,POS
1641,1977,2024-08-30,Withdrawal,22206.95,Cash Deposit
1642,486,2023-11-01,Deposit,46635.9,NEFT
1643,960,2024-02-20,Deposit,74917.58,ATM
1644,315,2024-04-16,Deposit,82642.62,Online Transfer
1645,1990,2024-04-03,Withdrawal,79172.07,ATM
1646,138,2025-03-23,Deposit,58962.49,UPI
1647,1666,2023-04-16,Withdrawal,95078.91,Cash Deposit
1648,1475,2024-01-01,Withdrawal,54132.13,UPI
1649,178,2024-08-03,Withdrawal,80319.06,Cash Deposit
1650,1554,2023-10-23,Withdrawal,54896.18,NEFT
1651,1374,2025-06-17,Withdrawal,47941.12,NEFT
1652,667,2023-08-02,Deposit,16665.69,Online Transfer
1653,396,2023-09-04,Withdrawal,82850.59,UPI
1654,749,2024-02-16,Withdrawal,68043.86,NEFT
1655,146,2024-11-01,Withdrawal,61565.97,Online Transfer
1656,941,2023-11-07,Withdrawal,77519.98,POS
1657,858,2025-04-23,Deposit,82218.35,ATM
1658,318,2023-10-04,Withdrawal,9190.5,UPI
1659,247,2023-04-29,Deposit,68231.79,NEFT
1660,1873,2025-01-19,Deposit,39313.58,Cash Deposit
1661,378,2023-03-21,Deposit,68322.87,POS
1662,785,2025-03-03,Deposit,23506.93,Cash Deposit
1663,722,2023-05-25,Deposit,11811.29,ATM
1664,1578,2023-04-03,Deposit,87528.68,Cash Deposit
1665,900,2023-08-05,Withdrawal,64798.79,UPI
1666,1300,2023-10-17,Withdrawal,25186.77,POS
1667,99,2023-05-17,Withdrawal,83211.97,NEFT
1668,1960,2024-07-23,Withdrawal,60515.11,Online Transfer
1669,352,2023-04-09,Withdrawal,87852.25,POS
1670,1048,2024-11-07,Deposit,28207.74,NEFT
1671,1605,2023-07-18,Withdrawal,56562.58,Cash Deposit
1672,1799,2024-08-02,Withdrawal,99541.63,Online Transfer
1673,133,2024-09-17,Deposit,98586.71,NEFT
1674,1550,2025-05-18,Deposit,40603.48,NEFT
1675,328,2023-02-03,Deposit,77131.54,NEFT
1676,469,2024-06-19,Deposit,7346.34,IMPS
1677,1585,2023-08-08,Withdrawal,9467.71,Online Transfer
1678,316,2024-07-25,Withdrawal,80694.56,UPI
1679,503,2023-10-29,Withdrawal,83891.31,Online Transfer
1680,1134,2025-04-14,Withdrawal,82054.13,POS
1681,564,2024-01-10,Deposit,46367.54,Cash Deposit
1682,804,2025-03-01,Deposit,52493.57,ATM
1683,511,2024-02-18,Deposit,72654.11,IMPS
1684,1763,2024-02-18,Withdrawal,97999.34,NEFT
1685,1368,2025-05-24,Withdrawal,86300.17,UPI
1686,1022,2024-05-13,Deposit,554.26,NEFT
1687,1963,2024-09-18,Withdrawal,51378.46,ATM
1688,937,2024-07-11,Deposit,67102.13,UPI
1689,1453,2023-02-09,Withdrawal,65065.6,Cash Deposit
1690,1994,2024-08-28,Withdrawal,69296.12,Cash Deposit
1691,67,2024-06-13,Withdrawal,69448.25,ATM
1692,1148,2023-07-25,Deposit,82668.84,ATM
1693,1688,2025-02-10,Deposit,98110.5,Cash Deposit
1694,1909,2023-02-06,Withdrawal,98361.74,NEFT
1695,1070,2023-09-23,Withdrawal,74960.15,Cash Deposit
1696,1678,2024-02-08,Withdrawal,38789.02,Online Transfer
1697,1991,2023-05-05,Withdrawal,19378.21,IMPS
1698,1482,2024-06-11,Withdrawal,19086.85,Online Transfer
1699,1852,2023-12-23,Deposit,79972.59,Online Transfer
1700,704,2024-02-28,Deposit,56513.22,Online Transfer
1701,1957,2023-03-19,Withdrawal,22369.85,Cash Deposit
1702,1644,2024-08-13,Deposit,58107.22,POS
1703,1102,2025-05-29,Deposit,30521.42,IMPS
1704,123,2024-07-29,Withdrawal,51634.55,POS
1705,1478,2024-05-18,Deposit,23108.01,Online Transfer
1706,300,2023-01-31,Deposit,16712.18,Online Transfer
1707,1889,2023-11-30,Deposit,3382.24,ATM
1708,1753,2023-08-21,Deposit,15544.31,Cash Deposit
1709,753,2024-05-16,Deposit,75127.54,IMPS
1710,1954,2023-05-16,Deposit,37061.31,UPI
1711,665,2024-03-24,Deposit,90374.84,Cash Deposit
1712,7,2023-05-24,Withdrawal,93513.27,ATM
1713,1310,2023-10-23,Deposit,93260.13,IMPS
1714,35,2025-04-27,Deposit,62612.62,Online Transfer
1715,527,2024-12-21,Deposit,80790.24,POS
1716,375,2024-08-13,Withdrawal,24828.92,UPI
1717,918,2023-02-11,Deposit,81701.18,POS
1718,1260,2025-06-11,Withdrawal,41774.87,POS
1719,942,2023-02-17,Withdrawal,77825.48,Cash Deposit
1720,1018,2023-06-02,Withdrawal,54680.0,UPI
1721,656,2023-01-19,Withdrawal,3544.54,POS
1722,760,2024-10-26,Deposit,59284.72,Cash Deposit
1723,557,2023-07-02,Deposit,87738.17,POS
1724,1451,2024-10-28,Withdrawal,87027.3,ATM
1725,1393,2023-06-23,Withdrawal,69666.43,ATM
1726,259,2023-08-06,Deposit,65773.83,POS
1727,310,2024-09-20,Deposit,23954.07,IMPS
1728,107,2024-07-28,Withdrawal,10525.56,NEFT
1729,610,2023-12-18,Deposit,4009.44,IMPS
1730,1532,2024-02-25,Withdrawal,88157.1,Cash Deposit
1731,1833,2025-01-28,Withdrawal,7630.47,POS
1732,858,2023-04-26,Withdrawal,72969.78,Cash Deposit
1733,1820,2023-09-26,Deposit,54222.6,IMPS
1734,1528,2023-11-25,Deposit,59871.71,NEFT
1735,917,2025-06-03,Deposit,1464.2,UPI
1736,1100,2024-05-18,Withdrawal,55985.56,UPI
1737,976,2025-02-16,Deposit,24185.96,Online Transfer
1738,901,2023-01-29,Deposit,12234.09,IMPS
1739,200,2024-08-09,Deposit,239.16,Online Transfer
1740,239,2023-03-07,Withdrawal,16974.8,IMPS
1741,1865,2024-01-10,Deposit,38793.25,NEFT
1742,259,2024-04-06,Withdrawal,81644.92,ATM
1743,818,2023-06-12,Withdrawal,69642.78,Online Transfer
1744,939,2023-03-18,Withdrawal,60031.91,Online Transfer
1745,1711,2024-10-12,Deposit,16773.35,ATM
1746,519,2024-02-07,Withdrawal,11847.72,ATM
1747,1270,2023-10-14,Deposit,71443.03,UPI
1748,1256,2024-10-06,Withdrawal,43075.3,Online Transfer
1749,800,2023-07-10,Withdrawal,90985.62,UPI
1750,1406,2023-12-06,Deposit,20909.54,Online Transfer
1751,469,2024-07-31,Deposit,27044.71,NEFT
1752,596,2025-03-21,Deposit,49765.34,NEFT
1753,110,2024-03-22,Deposit,82583.22,Cash Deposit
1754,1542,2024-02-21,Withdrawal,89286.47,POS
1755,693,2025-02-17,Deposit,20435.56,IMPS
1756,915,2023-11-08,Deposit,14722.16,UPI
1757,1648,2024-04-23,Withdrawal,60821.88,POS
1758,858,2024-02-27,Withdrawal,13908.4,POS
1759,543,2025-02-22,Deposit,60859.95,POS
1760,1989,2025-02-13,Withdrawal,12998.13,Cash Deposit
1761,1949,2024-01-19,Withdrawal,78328.78,ATM
1762,1169,2024-03-19,Deposit,59642.82,UPI
1763,561,2023-09-28,Withdrawal,9811.3,POS
1764,415,2025-01-08,Withdrawal,18992.31,IMPS
1765,1901,2023-05-17,Deposit,99054.15,NEFT
1766,794,2024-08-29,Withdrawal,56295.46,Cash Deposit
1767,1858,2024-05-10,Deposit,33749.79,NEFT
1768,465,2024-03-29,Withdrawal,42256.25,ATM
1769,962,2023-01-03,Deposit,74960.13,Cash Deposit
1770,513,2023-06-08,Deposit,94671.8,IMPS
1771,150,2024-03-28,Withdrawal,70578.45,IMPS
1772,1285,2023-10-27,Deposit,25600.91,NEFT
1773,1665,2024-08-11,Deposit,25128.4,Cash Deposit
1774,1624,2023-08-25,Withdrawal,5824.88,ATM
1775,521,2024-10-14,Deposit,69301.32,IMPS
1776,1752,2025-01-28,Withdrawal,73684.96,NEFT
1777,107,2023-02-13,Deposit,63258.25,POS
1778,776,2023-01-08,Withdrawal,6640.57,IMPS
1779,1016,2025-04-06,Withdrawal,20645.51,IMPS
1780,337,2023-11-18,Deposit,47218.62,POS
1781,230,2024-03-04,Withdrawal,5432.07,Cash Deposit
1782,1569,2024-01-30,Withdrawal,12773.01,UPI
1783,62,2023-04-05,Withdrawal,42474.63,Online Transfer
1784,1411,2024-12-08,Deposit,79088.5,Online Transfer
1785,72,2023-12-28,Deposit,68382.76,NEFT
1786,1799,2023-02-03,Deposit,11957.9,IMPS
1787,197,2023-09-24,Deposit,1320.51,IMPS
1788,1386,2024-10-13,Deposit,73354.24,Online Transfer
1789,1456,2024-04-08,Deposit,88357.71,Cash Deposit
1790,1239,2023-01-04,Deposit,17397.9,POS
1791,786,2024-09-09,Withdrawal,22446.23,UPI
1792,223,2024-06-24,Withdrawal,94002.28,POS
1793,852,2023-07-27,Withdrawal,91941.43,NEFT
1794,1199,2024-05-20,Withdrawal,4581.44,POS
1795,1813,2025-04-22,Withdrawal,57950.5,Online Transfer
1796,1505,2025-02-10,Deposit,477.35,Online Transfer
1797,1420,2023-11-25,Withdrawal,46790.4,Cash Deposit
1798,130,2025-01-16,Deposit,51129.19,Cash Deposit
1799,47,2023-03-14,Withdrawal,96917.17,IMPS
1800,733,2025-03-28,Withdrawal,49099.93,NEFT
1801,1847,2024-01-26,Withdrawal,54121.3,IMPS
1802,1236,2023-08-29,Deposit,67934.07,Cash Deposit
1803,575,2023-08-10,Withdrawal,37914.5,NEFT
1804,559,2023-09-09,Deposit,81108.5,Online Transfer
1805,1391,2024-06-07,Deposit,9565.25,ATM
1806,1617,2024-10-18,Withdrawal,44227.56,POS
1807,1020,2024-04-21,Deposit,50662.7,ATM
1808,1256,2024-10-18,Deposit,88663.11,POS
1809,1957,2023-12-23,Withdrawal,31377.75,NEFT
1810,66,2024-07-01,Deposit,88719.52,Cash Deposit
1811,155,2024-08-01,Withdrawal,10186.8,NEFT
1812,1677,2023-06-25,Withdrawal,60198.55,NEFT
1813,1511,2023-12-24,Deposit,23142.0,ATM
1814,1714,2023-10-08,Deposit,7337.63,Cash Deposit
1815,809,2025-02-13,Withdrawal,7940.1,IMPS
1816,890,2023-03-13,Deposit,25139.8,Online Transfer
1817,51,2024-03-21,Deposit,9018.26,UPI
1818,666,2023-05-11,Withdrawal,2245.49,ATM
1819,566,2023-12-24,Withdrawal,13015.73,NEFT
1820,1605,2024-11-21,Withdrawal,53895.38,UPI
1821,818,2023-07-23,Deposit,34897.88,NEFT
1822,1963,2023-02-21,Deposit,86797.42,POS
1823,1967,2023-08-25,Deposit,24493.72,UPI
1824,300,2024-05-12,Deposit,5074.14,NEFT
1825,461,2024-10-25,Deposit,54759.26,Cash Deposit
1826,650,2024-01-02,Withdrawal,26293.08,Online Transfer
1827,1240,2023-02-12,Withdrawal,35166.51,ATM
1828,621,2025-04-23,Withdrawal,93411.81,POS
1829,395,2024-05-12,Deposit,63685.07,Online Transfer
1830,1328,2023-06-28,Withdrawal,30662.27,UPI
1831,1307,2025-04-04,Deposit,52101.94,NEFT
1832,1448,2025-02-10,Deposit,92039.4,IMPS
1833,805,2024-04-16,Deposit,99212.89,NEFT
1834,953,2025-05-04,Deposit,84718.49,Cash Deposit
1835,706,2024-07-15,Withdrawal,78166.96,IMPS
1836,1419,2024-05-07,Withdrawal,10713.58,Online Transfer
1837,468,2023-04-07,Withdrawal,45243.81,ATM
1838,396,2023-06-15,Deposit,52093.13,Online Transfer
1839,1593,2025-03-19,Withdrawal,66170.51,POS
1840,1707,2024-01-16,Withdrawal,76041.19,UPI
1841,1954,2024-10-07,Withdrawal,72352.87,ATM
1842,1792,2024-11-27,Deposit,91093.44,POS
1843,688,2024-07-13,Withdrawal,24887.49,UPI
1844,1256,2024-09-07,Deposit,10991.99,IMPS
1845,185,2024-11-11,Withdrawal,72019.35,ATM
1846,1580,2023-08-29,Withdrawal,54972.11,Cash Deposit
1847,541,2023-01-13,Deposit,8468.09,Cash Deposit
1848,11,2023-09-26,Deposit,97239.02,IMPS
1849,816,2023-03-04,Withdrawal,3406.41,ATM
1850,286,2023-10-18,Deposit,62082.81,UPI
1851,1943,2024-10-08,Deposit,43751.83,UPI
1852,1575,2023-01-31,Withdrawal,55188.87,UPI
1853,388,2023-02-10,Withdrawal,23769.11,Cash Deposit
1854,663,2023-03-21,Deposit,81644.41,UPI
1855,99,2024-05-30,Withdrawal,59967.24,POS
1856,1145,2023-11-27,Withdrawal,16832.46,UPI
1857,1967,2024-12-19,Deposit,63703.26,NEFT
1858,1324,2024-08-16,Withdrawal,26222.28,UPI
1859,1236,2023-09-14,Withdrawal,28902.45,ATM
1860,1761,2023-03-22,Deposit,38994.71,Cash Deposit
1861,1360,2024-09-11,Withdrawal,10835.41,Online Transfer
1862,196,2024-04-26,Deposit,12886.72,Online Transfer
1863,346,2023-06-08,Deposit,41103.88,Online Transfer
1864,1009,2025-01-15,Withdrawal,86748.98,Online Transfer
1865,1403,2024-09-28,Withdrawal,63205.55,IMPS
1866,1989,2023-05-18,Deposit,60670.73,ATM
1867,1607,2023-11-19,Deposit,13079.74,UPI
1868,1333,2024-02-24,Deposit,71798.41,UPI
1869,1409,2023-10-27,Withdrawal,89398.84,Cash Deposit
1870,1867,2024-06-26,Deposit,88668.84,IMPS
1871,505,2023-11-09,Withdrawal,84488.11,UPI
1872,1034,2024-03-04,Deposit,71645.13,ATM
1873,589,2025-04-19,Withdrawal,69290.4,Cash Deposit
1874,454,2024-05-29,Deposit,76124.43,NEFT
1875,214,2023-11-01,Withdrawal,7269.94,NEFT
1876,383,2025-02-27,Deposit,19393.36,IMPS
1877,797,2024-09-21,Withdrawal,59143.55,IMPS
1878,16,2023-08-31,Withdrawal,86250.83,UPI
1879,1135,2023-02-06,Withdrawal,9695.29,ATM
1880,796,2024-07-31,Withdrawal,30540.81,ATM
1881,706,2023-04-28,Deposit,72945.61,UPI
1882,879,2025-03-13,Deposit,15385.24,NEFT
1883,264,2023-11-11,Deposit,51014.94,Cash Deposit
1884,1748,2024-07-09,Withdrawal,46687.14,POS
1885,1868,2024-09-08,Deposit,71438.38,Online Transfer
1886,1477,2024-10-12,Deposit,74044.64,Cash Deposit
1887,965,2023-10-13,Withdrawal,29422.12,IMPS
1888,1125,2024-03-06,Withdrawal,54907.31,ATM
1889,1067,2023-06-25,Withdrawal,18892.83,UPI
1890,166,2024-12-24,Deposit,41930.93,NEFT
1891,908,2025-06-04,Withdrawal,94501.21,Cash Deposit
1892,342,2024-08-01,Withdrawal,80222.42,Cash Deposit
1893,1111,2024-04-13,Deposit,58917.02,ATM
1894,1042,2024-09-03,Withdrawal,17770.64,ATM
1895,1259,2024-08-18,Deposit,36571.98,Online Transfer
1896,277,2023-01-09,Deposit,12189.16,Cash Deposit
1897,53,2023-11-05,Deposit,85696.82,UPI
1898,1316,2023-01-27,Withdrawal,86445.94,Cash Deposit
1899,1949,2025-01-16,Deposit,90283.14,UPI
1900,1279,2025-03-12,Withdrawal,33816.32,Online Transfer
1901,1026,2024-09-17,Withdrawal,56991.45,UPI
1902,1792,2024-08-17,Deposit,12152.46,ATM
1903,1603,2023-09-14,Deposit,59922.43,POS
1904,894,2023-12-23,Withdrawal,69482.68,NEFT
1905,1475,2023-09-12,Withdrawal,11534.34,ATM
1906,582,2024-09-03,Deposit,56271.5,POS
1907,608,2024-09-21,Withdrawal,59366.96,POS
1908,761,2025-04-08,Withdrawal,78051.53,IMPS
1909,1144,2023-05-24,Withdrawal,25771.11,POS
1910,1200,2023-05-23,Deposit,14348.97,POS
1911,1504,2023-09-18,Deposit,20847.56,POS
1912,1270,2023-09-14,Withdrawal,59861.64,POS
1913,1906,2023-07-26,Withdrawal,52412.86,IMPS
1914,398,2024-10-08,Deposit,44062.92,Online Transfer
1915,1115,2024-10-24,Deposit,18551.14,POS
1916,1567,2024-05-22,Withdrawal,17364.3,NEFT
1917,992,2024-08-30,Withdrawal,36586.04,POS
1918,138,2023-03-05,Deposit,6848.59,Online Transfer
1919,289,2023-08-02,Deposit,57433.29,POS
1920,1129,2023-12-03,Deposit,11792.22,NEFT
1921,1319,2023-12-18,Deposit,31671.4,POS
1922,802,2023-02-08,Deposit,66666.09,Online Transfer
1923,1212,2024-09-02,Deposit,13086.53,UPI
1924,409,2024-06-21,Deposit,89128.69,IMPS
1925,345,2024-06-17,Withdrawal,66020.59,Cash Deposit
1926,486,2024-11-30,Deposit,57143.18,NEFT
1927,787,2024-09-08,Deposit,61203.41,ATM
1928,1190,2024-12-12,Deposit,49984.0,POS
1929,744,2023-12-11,Deposit,27360.61,UPI
1930,209,2023-02-06,Deposit,52869.8,Cash Deposit
1931,782,2023-01-01,Withdrawal,17233.55,ATM
1932,942,2025-01-08,Deposit,88272.89,Cash Deposit
1933,1138,2024-08-18,Deposit,92530.63,ATM
1934,398,2023-08-11,Withdrawal,8261.15,NEFT
1935,1246,2023-04-12,Deposit,78714.06,IMPS
1936,24,2025-02-04,Deposit,82146.39,ATM
1937,1056,2023-06-02,Deposit,55929.77,POS
1938,853,2025-03-26,Deposit,9261.49,NEFT
1939,492,2023-06-02,Deposit,74524.63,Cash Deposit
1940,1734,2023-03-12,Withdrawal,82499.83,UPI
1941,653,2023-09-26,Withdrawal,20824.62,POS
1942,844,2024-03-13,Withdrawal,95022.55,IMPS
1943,397,2025-03-11,Deposit,58620.3,ATM
1944,1937,2025-03-16,Withdrawal,34754.03,IMPS
1945,1450,2024-11-09,Withdrawal,70297.08,NEFT
1946,52,2023-03-03,Withdrawal,3763.66,IMPS
1947,653,2023-06-20,Withdrawal,98560.35,Online Transfer
1948,29,2023-10-28,Deposit,92670.95,ATM
1949,1299,2023-08-19,Deposit,7260.19,Online Transfer
1950,323,2023-02-06,Withdrawal,69150.96,NEFT
1951,1400,2023-01-14,Deposit,57920.48,ATM
1952,1274,2025-06-07,Deposit,17417.19,UPI
1953,168,2023-03-10,Withdrawal,2235.21,IMPS
1954,644,2024-04-18,Withdrawal,7541.32,NEFT
1955,1811,2024-07-29,Withdrawal,28073.19,NEFT
1956,839,2023-10-25,Deposit,11817.42,POS
1957,990,2024-10-10,Deposit,20166.52,NEFT
1958,1204,2024-11-21,Deposit,36062.4,IMPS
1959,435,2024-01-05,Withdrawal,66322.19,Online Transfer
1960,414,2024-09-17,Withdrawal,89734.35,Online Transfer
1961,966,2025-05-10,Deposit,53606.16,ATM
1962,393,2023-01-12,Deposit,51941.34,IMPS
1963,426,2024-03-30,Withdrawal,92858.41,ATM
1964,794,2023-01-29,Deposit,82269.27,Cash Deposit
1965,1210,2023-11-29,Withdrawal,58166.64,Cash Deposit
1966,589,2023-10-08,Withdrawal,44501.48,ATM
1967,512,2023-06-01,Deposit,17735.23,IMPS
1968,1398,2024-12-13,Deposit,52046.65,ATM
1969,144,2023-11-05,Withdrawal,53212.76,UPI
1970,1803,2023-02-14,Withdrawal,39861.73,Cash Deposit
1971,943,2024-11-28,Withdrawal,82297.86,UPI
1972,1847,2023-06-12,Withdrawal,86660.85,Online Transfer
1973,1585,2023-01-10,Withdrawal,40874.83,POS
1974,78,2023-11-23,Deposit,53586.45,NEFT
1975,202,2023-01-15,Withdrawal,29694.28,UPI
1976,1368,2025-06-08,Deposit,46996.82,Online Transfer
1977,936,2023-03-05,Withdrawal,15157.87,NEFT
1978,534,2025-01-05,Deposit,51105.98,Online Transfer
1979,1798,2024-05-09,Withdrawal,36253.46,POS
1980,629,2024-08-28,Deposit,69873.43,Online Transfer
1981,59,2024-05-28,Deposit,1296.29,ATM
1982,1598,2024-08-08,Deposit,49876.61,ATM
1983,1877,2023-03-15,Deposit,20071.6,POS
1984,425,2023-03-23,Withdrawal,33381.35,POS
1985,150,2023-04-22,Deposit,5757.58,ATM
1986,376,2024-04-18,Deposit,44924.79,UPI
1987,442,2024-01-17,Deposit,52015.81,NEFT
1988,1949,2023-12-19,Withdrawal,14305.75,UPI
1989,500,2024-01-29,Deposit,77783.42,IMPS
1990,228,2024-02-09,Withdrawal,95631.56,Online Transfer
1991,881,2025-03-26,Withdrawal,73405.2,UPI
1992,512,2023-05-07,Withdrawal,42464.73,POS
1993,942,2023-12-31,Withdrawal,80776.58,POS
1994,1036,2024-06-05,Deposit,70532.38,UPI
1995,1199,2023-01-15,Deposit,99411.99,POS
1996,1809,2023-07-16,Deposit,51974.83,Online Transfer
1997,215,2023-10-31,Deposit,45240.48,Cash Deposit
1998,1793,2025-06-16,Deposit,24501.91,POS
1999,993,2024-07-08,Deposit,53355.77,ATM
2000,1393,2023-01-28,Deposit,77744.37,NEFT
2001,163,2025-02-12,Withdrawal,53675.89,Cash Deposit
2002,258,2024-01-23,Deposit,67427.23,UPI
2003,112,2024-04-16,Deposit,64708.26,Online Transfer
2004,337,2024-08-07,Deposit,60361.81,Online Transfer
2005,1254,2023-04-07,Deposit,49974.41,Online Transfer
2006,856,2023-03-15,Withdrawal,7764.18,IMPS
2007,1302,2023-04-08,Withdrawal,670.19,IMPS
2008,1042,2023-03-18,Deposit,61909.16,IMPS
2009,1666,2025-02-11,Deposit,84410.26,ATM
2010,1065,2024-07-17,Deposit,26645.8,UPI
2011,364,2023-07-05,Deposit,61262.65,UPI
2012,735,2025-03-06,Withdrawal,9107.37,Online Transfer
2013,114,2023-08-16,Withdrawal,49982.15,Cash Deposit
2014,72,2024-12-09,Deposit,23548.45,UPI
2015,1317,2025-04-20,Withdrawal,6433.74,Online Transfer
2016,1905,2025-02-06,Deposit,70249.96,POS
2017,210,2023-07-20,Withdrawal,93344.77,ATM
2018,873,2024-03-16,Deposit,55393.34,ATM
2019,859,2024-07-07,Deposit,4750.15,ATM
2020,1479,2025-04-13,Deposit,43645.57,NEFT
2021,622,2023-11-01,Deposit,66582.58,NEFT
2022,59,2025-03-07,Withdrawal,8805.47,NEFT
2023,76,2025-06-15,Deposit,2838.13,ATM
2024,1471,2023-06-07,Deposit,80164.94,IMPS
2025,672,2025-03-17,Withdrawal,17272.73,UPI
2026,1555,2023-07-05,Withdrawal,52016.71,IMPS
2027,579,2024-10-28,Withdrawal,87667.11,NEFT
2028,1943,2023-12-08,Withdrawal,60740.3,Online Transfer
2029,1865,2023-04-12,Withdrawal,43132.19,IMPS
2030,1719,2023-07-28,Withdrawal,44122.33,Online Transfer
2031,121,2023-03-20,Withdrawal,31616.24,Cash Deposit
2032,987,2025-04-05,Deposit,3454.37,POS
2033,1868,2024-11-27,Withdrawal,10802.07,ATM
2034,458,2025-05-26,Withdrawal,44011.62,Online Transfer
2035,640,2024-12-18,Withdrawal,93602.29,Cash Deposit
2036,1658,2024-11-28,Deposit,67003.42,Online Transfer
2037,1769,2023-08-26,Withdrawal,63420.91,IMPS
2038,1495,2024-11-07,Withdrawal,64007.29,Online Transfer
2039,375,2024-11-12,Withdrawal,26186.78,UPI
2040,1567,2024-10-24,Withdrawal,87293.32,UPI
2041,1337,2024-12-19,Deposit,88279.83,ATM
2042,823,2023-06-08,Withdrawal,62116.12,UPI
2043,1981,2023-11-30,Withdrawal,85245.83,IMPS
2044,1610,2025-03-29,Deposit,39121.06,IMPS
2045,1663,2024-07-11,Deposit,56084.15,ATM
2046,565,2023-05-31,Deposit,12502.11,ATM
2047,605,2023-01-02,Withdrawal,6780.42,Cash Deposit
2048,802,2025-04-12,Deposit,76817.73,Online Transfer
2049,40,2023-01-14,Withdrawal,72414.6,UPI
2050,499,2023-01-21,Withdrawal,47497.83,Online Transfer
2051,195,2023-09-09,Withdrawal,81457.71,POS
2052,734,2023-08-29,Deposit,32902.2,IMPS
2053,1973,2023-08-24,Withdrawal,2856.02,POS
2054,401,2024-03-07,Deposit,51120.13,Online Transfer
2055,1416,2024-10-05,Deposit,55949.88,Online Transfer
2056,782,2024-03-12,Withdrawal,21209.24,NEFT
2057,568,2023-12-08,Withdrawal,75942.38,Cash Deposit
2058,523,2023-12-31,Withdrawal,79057.14,UPI
2059,566,2024-04-24,Withdrawal,98303.14,Online Transfer
2060,179,2025-04-25,Withdrawal,41881.14,UPI
2061,807,2024-06-22,Withdrawal,33281.18,POS
2062,1011,2023-03-30,Deposit,44456.57,UPI
2063,973,2023-09-21,Withdrawal,45228.65,POS
2064,67,2024-12-27,Deposit,20737.14,IMPS
2065,1510,2023-08-11,Withdrawal,14078.4,IMPS
2066,1760,2024-11-12,Withdrawal,76774.68,IMPS
2067,52,2023-06-25,Deposit,1720.19,Online Transfer
2068,1316,2023-01-25,Withdrawal,26790.96,NEFT
2069,1017,2024-12-14,Withdrawal,45989.34,Online Transfer
2070,1823,2025-06-18,Withdrawal,88623.76,IMPS
2071,384,2023-08-22,Withdrawal,427.3,UPI
2072,1121,2024-02-21,Deposit,21683.98,Online Transfer
2073,1769,2023-03-10,Deposit,36419.22,Online Transfer
2074,499,2023-05-11,Deposit,19124.93,IMPS
2075,522,2023-11-15,Withdrawal,91245.34,ATM
2076,1776,2025-05-07,Withdrawal,22310.64,IMPS
2077,1075,2024-06-20,Withdrawal,89562.37,IMPS
2078,1938,2023-06-12,Withdrawal,38888.17,Cash Deposit
2079,831,2025-03-14,Deposit,62849.31,UPI
2080,1903,2023-10-30,Withdrawal,28781.97,UPI
2081,27,2023-07-19,Deposit,26093.33,Online Transfer
2082,1470,2023-01-22,Withdrawal,34187.77,NEFT
2083,674,2023-05-28,Deposit,96880.93,UPI
2084,1521,2024-03-29,Deposit,65571.58,POS
2085,1946,2024-04-14,Deposit,89191.08,ATM
2086,574,2025-01-17,Deposit,20814.95,UPI
2087,1746,2024-02-09,Deposit,86069.34,IMPS
2088,959,2023-08-23,Withdrawal,28503.85,IMPS
2089,971,2025-03-28,Withdrawal,57578.77,Online Transfer
